,T,FH,DD,Q,DR,RH,U,N
2020-04-11 09:00:00+00:00,14.74462724265112,3.230447273888103,124.79702108495718,234.30283744848816,-1.5e-323,-1.5e-323,42.56671440436048,3.0516386315831596
2020-04-11 10:00:00+00:00,15.889836558286959,2.3550746911919163,110.65224073575746,265.46806064880025,-1.5e-323,-1.5e-323,35.778354117529034,4.561109739475569
2020-04-11 11:00:00+00:00,17.244911249478946,2.4608945477761495,109.40596656271919,277.88253868372044,-1.5e-323,-1.5e-323,36.975371709432864,5.229422562378659
2020-04-11 12:00:00+00:00,18.186359052970943,2.999999989300948,81.11640586431895,265.28985061761614,-1.5e-323,-1.5e-323,33.726116874825216,7.228409913930562
2020-04-11 13:00:00+00:00,18.826508173375743,2.999999989300948,85.20297891504283,238.5767205736629,-1.5e-323,-1.5e-323,34.15940247046467,6.368940510911486
2020-04-11 14:00:00+00:00,19.345791388620654,3.124627417303799,78.75372582696195,200.62746311926503,-1.5e-323,-1.5e-323,34.21880581419282,7.999999986668786
2020-04-11 15:00:00+00:00,19.064776537708617,2.999999989300948,97.18950773801043,144.4855228383434,-1.5e-323,-1.5e-323,37.112985957608544,7.999999986668786
2020-04-11 16:00:00+00:00,18.00956730939906,2.999999989300948,94.42086987056427,91.9811924392805,-1.5e-323,-1.5e-323,42.19119686205613,7.999999986668786
2020-04-11 17:00:00+00:00,16.135670998158446,2.124627417303799,95.01490330784782,37.18403076103186,-1.5e-323,-1.5e-323,45.11000529604007,6.508964783668432
2020-04-11 18:00:00+00:00,12.709744897767337,1.3550746911919163,39.113842214177566,2.124627417303799,-1.5e-323,-1.5e-323,57.1752293696145,7.316289230880216
2020-04-11 19:00:00+00:00,9.94535878534603,0.4797021084957187,-252.39957265971316,-1.5e-323,-1.5e-323,-1.5e-323,70.24641476632951,7.999999986668786
2020-04-11 20:00:00+00:00,8.534776799687634,1.0000000045117654,-10.918386442485826,-1.5e-323,-1.5e-323,-1.5e-323,76.51447716165671,6.859469403019071
2020-04-11 21:00:00+00:00,7.074343847107684,0.23044727388810315,,-1.5e-323,-1.5e-323,-1.5e-323,84.98537787873511,4.807324447211897
2020-04-11 22:00:00+00:00,5.712314145283585,0.8753725826962011,-62.32239123920226,-1.5e-323,-1.5e-323,-1.5e-323,85.36806152206373,3.4388902605242038
2020-04-11 23:00:00+00:00,5.262463178362054,1.0000000045117654,88.89785309800209,-1.5e-323,-1.5e-323,-1.5e-323,87.55791301294323,2.526263253249965
2020-04-12 00:00:00+00:00,4.8802841814804765,0.35507469119191626,154.66715277623916,-1.5e-323,-1.5e-323,-1.5e-323,87.66373286952762,0.7715900860694092
2020-04-12 01:00:00+00:00,4.982207988803339,1.2304472738881316,133.68589463700846,-1.5e-323,-1.5e-323,-1.5e-323,89.04478122246292,0.45631350363716905
2020-04-12 02:00:00+00:00,4.413776357410086,1.2304472738881316,329.9030889353726,-1.5e-323,-1.5e-323,-1.5e-323,90.30283744848794,1.8679367e-317
2020-04-12 03:00:00+00:00,3.846402453527162,0.5855219650800336,203.1456732195211,-1.5e-323,-1.5e-323,-1.5e-323,92.86955185284842,0.45631350363716905
2020-04-12 04:00:00+00:00,3.912357196534458,1.3550746911919163,154.21861234695825,0.8753725826962011,-1.5e-323,-1.5e-323,91.79134094840092,1.4036622236058918
2020-04-12 05:00:00+00:00,6.180745776676815,1.0000000045117654,-319.0747735785844,22.698507922688577,-1.5e-323,-1.5e-323,89.473881378648,5.860988375691022
2020-04-12 06:00:00+00:00,10.103208431080759,1.0000000045117654,226.26117748088654,60.789995577224545,-1.5e-323,-1.5e-323,70.61731635667138,3.369446835135477
2020-04-12 07:00:00+00:00,14.822462654404049,1.5855219650800336,220.00000006207802,114.74612921342987,-1.5e-323,-1.5e-323,50.90000087326331,1.6847234175677386
2020-04-12 08:00:00+00:00,17.02041836929277,2.3550746911919163,224.6089454777616,170.1456952078679,-1.5e-323,-1.5e-323,43.68836116009476,2.9825767568871697
2020-04-12 09:00:00+00:00,18.98897047847447,2.3550746911919163,228.75372582696218,210.87429966546893,-1.5e-323,-1.5e-323,40.20865905159906,5.948361368416727
2020-04-12 10:00:00+00:00,20.629999738020985,2.999999989300948,215.85521965080034,244.5613154543871,-1.5e-323,-1.5e-323,31.87821265097429,7.087372992725662
2020-04-12 11:00:00+00:00,21.482313533999232,2.999999989300948,221.52236369440652,258.806525442832,-1.5e-323,-1.5e-323,34.710149382383804,5.720457778710056
2020-04-12 12:00:00+00:00,21.56101502556472,2.8941801434156673,241.05819856584276,222.3320904236516,-1.5e-323,-1.5e-323,34.455073817928564,2.5968441006180942
2020-04-12 13:00:00+00:00,21.567970036196897,3.124627417303799,241.11640586431895,160.22059043051013,-1.5e-323,-1.5e-323,36.866571191279036,6.631059489088514
2020-04-12 14:00:00+00:00,20.55320799444911,2.0652240735757346,240.1164145969542,65.55444800521218,-1.5e-323,-1.5e-323,37.43030493406968,7.543686496362831
2020-04-12 15:00:00+00:00,19.454492618207148,2.710149382383804,315.2029789150428,76.37495516913873,0.19347759264242015,4.5144771616566,45.21582515262298,5.3157829066562385
2020-04-12 16:00:00+00:00,18.63608954210396,2.6449253088080837,232.2328117286379,41.662387498351336,-1.5e-323,-1.5e-323,45.03761512143899,6.631059489088514
2020-04-12 17:00:00+00:00,15.792030313108484,1.7695527261119253,252.60606375086354,23.85060369883763,-1.5e-323,-1.5e-323,62.779699488705546,7.543686496362831
2020-04-12 18:00:00+00:00,13.787970734807573,0.8941801434157242,200.41294636303246,1.124627417303799,-1.5e-323,-1.5e-323,75.25656152892327,7.999999986668786
2020-04-12 19:00:00+00:00,12.841597273202154,1.710149382383804,243.26120367878684,-1.5e-323,-1.5e-323,-1.5e-323,70.43044552736126,7.999999986668786
2020-04-12 20:00:00+00:00,11.168538049852515,2.940596656271964,184.12983337818514,-1.5e-323,-1.5e-323,-1.5e-323,78.91298770413516,4.648989056425364
2020-04-12 21:00:00+00:00,11.510418456619107,2.710149382383804,236.97013225586852,-1.5e-323,-1.5e-323,-1.5e-323,77.6913418216642,5.264144275072908
2020-04-12 22:00:00+00:00,10.486075046143128,3.834776799687617,235.72385808283434,-1.5e-323,-1.5e-323,-1.5e-323,75.78119418580741,5.492047864779579
2020-04-12 23:00:00+00:00,9.203761512143899,4.940596656271907,11.246274173037818,-1.5e-323,-1.5e-323,-1.5e-323,77.96657031801533,6.543686496362824
2020-04-13 00:00:00+00:00,8.276657206454246,4.295671347463838,9.999999967375379,-1.5e-323,-1.5e-323,-1.5e-323,79.10297978830613,7.228409913930562
2020-04-13 01:00:00+00:00,8.008403163429525,5.1898514908795335,236.97013225586852,-1.5e-323,-1.5e-323,-1.5e-323,75.75656589523999,7.999999986668786
2020-04-13 02:00:00+00:00,7.69723910478632,5.1898514908795335,236.97013225586852,-1.5e-323,-1.5e-323,-1.5e-323,77.63910457896031,7.999999986668786
2020-04-13 03:00:00+00:00,7.36825404302472,6.189851490879562,17.69552726111897,-1.5e-323,-1.5e-323,-1.5e-323,72.0129868308718,7.999999986668786
2020-04-13 04:00:00+00:00,6.69723910478632,6.189851490879562,17.69552726111897,0.35507469119191626,-1.5e-323,-1.5e-323,64.86955185284853,7.999999986668786
2020-04-13 05:00:00+00:00,6.214343497802332,6.373882251911425,11.246274173037818,11.507311060632219,-1.5e-323,-1.5e-323,56.21163971316855,7.999999986668786
2020-04-13 06:00:00+00:00,6.678836028683143,5.959404216991437,16.44925308808081,61.88253868372044,-1.5e-323,-1.5e-323,52.55791301294323,7.999999986668786
2020-04-13 07:00:00+00:00,6.822746661231847,6.834776799687631,91.90282003387983,94.44911249478923,-1.5e-323,-1.5e-323,49.16522320031237,6.736868373375017
2020-04-13 08:00:00+00:00,7.008403163429524,6.940596656271964,53.61959605633456,116.44265809285753,-1.5e-323,-1.5e-323,49.76955272611187,7.772096410293429
2020-04-13 09:00:00+00:00,7.451731722993486,6.940596656271964,317.6266781166996,147.73029358164513,-1.5e-323,-1.5e-323,46.018807560719495,7.543686496362831
2020-04-13 10:00:00+00:00,8.231447890818334,6.7101493823838325,134.27614191717294,234.2874323292126,-1.5e-323,-1.5e-323,44.72313621325577,5.718938806038139
2020-04-13 11:00:00+00:00,8.35231379597824,6.7101493823838325,279.3434541391616,215.65267124826642,-1.5e-323,-1.5e-323,43.21163971316855,4.1936882012361885
2020-04-13 12:00:00+00:00,8.653910545222374,5.940596656271907,235.72385808283434,217.26480054717467,-1.5e-323,-1.5e-323,46.72313621325566,6.544192820586829
2020-04-13 13:00:00+00:00,9.027686378674446,6.585521965079977,351.24627417303805,257.3825343174035,-1.5e-323,-1.5e-323,41.87537258269619,3.1405305969809234
2020-04-13 14:00:00+00:00,8.241447803491997,6.065224073575735,359.99999988518164,178.9024104290338,-1.5e-323,-1.5e-323,44.373882251911425,3.508964783668432
2020-04-13 15:00:00+00:00,7.663193847793636,5.940596656271907,130.72539500524726,97.9782117777109,-1.5e-323,-1.5e-323,48.492688939367326,4.859975727243011
2020-04-13 16:00:00+00:00,7.3520297891504285,5.815969238968137,357.69552726111897,80.28460099356744,-1.5e-323,-1.5e-323,46.53910545222374,4.597350424842034
2020-04-13 17:00:00+00:00,6.356373374279094,4.940596656271907,279.3434541391616,28.38402901450513,-1.5e-323,-1.5e-323,50.35507469119192,3.8073244472117835
2020-04-13 18:00:00+00:00,5.9024628290567165,4.065224073575791,347.10149382383815,1.9999999992433746,-1.5e-323,-1.5e-323,57.644925308808084,4.631565813312491
2020-04-13 19:00:00+00:00,5.610865992486242,3.9405966562718504,342.4925483460761,-1.5e-323,-1.5e-323,-1.5e-323,60.311638839905214,7.316289230880216
2020-04-13 20:00:00+00:00,5.5753585233670515,3.834776799687617,336.0432952579954,-1.5e-323,-1.5e-323,-1.5e-323,61.99715993172188,7.999999986668786
2020-04-13 21:00:00+00:00,5.206806414185384,3.9405966562718504,344.79702108495724,-1.5e-323,-1.5e-323,-1.5e-323,66.39283040592238,7.999999986668786
2020-04-13 22:00:00+00:00,5.189702021169396,3.0652240735756777,314.3910632548716,-1.5e-323,-1.5e-323,-1.5e-323,66.24939542789912,7.999999986668786
2020-04-13 23:00:00+00:00,5.329269068589426,2.710149382383804,329.5940421699143,-1.5e-323,-1.5e-323,-1.5e-323,63.5044709923543,7.999999986668786
2020-04-14 00:00:00+00:00,5.124925483460757,3.585521965079977,323.7388225191139,-1.5e-323,-1.5e-323,-1.5e-323,68.06522407357576,7.999999986668786
2020-04-14 01:00:00+00:00,4.67853796252615,2.710149382383804,249.80761926772539,-1.5e-323,-1.5e-323,-1.5e-323,74.00880139141736,7.999999986668786
2020-04-14 02:00:00+00:00,4.642029876476762,2.4797021084957187,315.85521965080034,-1.5e-323,-1.5e-323,-1.5e-323,74.14343497802327,7.999999986668786
2020-04-14 03:00:00+00:00,4.600582072984764,2.5855219650800336,318.3477679968763,-1.5e-323,0.02492548346076262,0.1246274173038131,74.2680623953272,7.999999986668786
2020-04-14 04:00:00+00:00,4.658254130351047,2.4797021084957187,253.5464417868352,0.6449253088080695,-1.5e-323,-1.5e-323,73.7725333876815,7.999999986668786
2020-04-14 05:00:00+00:00,5.118687082931004,2.710149382383804,336.0432952579954,11.040595783008563,-1.5e-323,-1.5e-323,70.42043935805918,7.999999986668786
2020-04-14 06:00:00+00:00,5.714343497802325,2.3550746911919163,322.4925483460761,36.5956687276738,-1.5e-323,-1.5e-323,72.14641563959287,7.999999986668786
2020-04-14 07:00:00+00:00,6.605940334372811,3.585521965079977,307.6266781167069,68.42164413594446,-1.5e-323,-1.5e-323,65.33626713047244,7.999999986668786
2020-04-14 08:00:00+00:00,7.156373374279099,4.230447273888103,336.0432952579954,123.03015910119757,-1.5e-323,-1.5e-323,61.72611687482521,7.999999986668786
2020-04-14 09:00:00+00:00,7.416522320031237,3.585521965079977,296.56847955086414,110.90582160311124,0.02492548346076262,0.1246274173038131,61.346273299774566,7.999999986668786
2020-04-14 10:00:00+00:00,8.104641651285625,3.230447273888103,311.89851490879573,134.18793501390428,-1.5e-323,-1.5e-323,57.14343497802338,7.999999986668786
2020-04-14 11:00:00+00:00,8.208119156601713,3.4797021084957223,318.53584360407103,114.97196053535481,-1.5e-323,-1.5e-323,61.065224073575735,7.999999986668786
2020-04-14 12:00:00+00:00,8.859850879595186,3.230447273888103,321.4343497802338,143.8444930497726,-1.5e-323,-1.5e-323,55.38268364332839,7.543686496362831
2020-04-14 13:00:00+00:00,8.461731635667135,3.585521965079977,330.65224073575746,123.4334887552177,-1.5e-323,-1.5e-323,58.0217882222891,7.999999986668786
2020-04-14 14:00:00+00:00,8.33956704742005,3.3550746911919163,314.3910632548716,129.92618642721936,-1.5e-323,-1.5e-323,59.39567047420047,7.227903589706585
2020-04-14 15:00:00+00:00,8.913761424817551,3.230447273888103,312.9567134746394,119.84867848922659,-1.5e-323,-1.5e-323,58.20581898332094,7.999999986668786
2020-04-14 16:00:00+00:00,8.139268981263086,3.8753725826962153,327.10149382383815,110.02347734633076,-1.5e-323,-1.5e-323,60.06238400529759,6.912627007274338
2020-04-14 17:00:00+00:00,7.16507460386557,2.5855219650800336,318.3477679968763,31.952238115967475,-1.5e-323,-1.5e-323,62.08119156601713,3.0516386315831596
2020-04-14 18:00:00+00:00,5.598403250755862,1.3550746911919163,317.7537345595956,2.230447273888103,-1.5e-323,-1.5e-323,69.89716080498522,4.578914533281193
2020-04-14 19:00:00+00:00,4.220149295057496,1.2304472738881316,291.0581985658423,-1.5e-323,-1.5e-323,-1.5e-323,77.8231353399924,1.4036622236058918
2020-04-14 20:00:00+00:00,2.7646420005909533,1.2304472738881316,285.4492618207146,-1.5e-323,-1.5e-323,-1.5e-323,84.96955097958528,5.491541540555545
2020-04-14 21:00:00+00:00,1.7775232862668133,1.0000000045117654,249.55793275007272,-1.5e-323,-1.5e-323,-1.5e-323,90.34641389306614,6.859975727243068
2020-04-14 22:00:00+00:00,1.3528958689630102,0.1246274173038131,258.39963351398,-1.5e-323,-1.5e-323,-1.5e-323,92.37104218363329,7.999999986668786
2020-04-14 23:00:00+00:00,0.9049256581134344,1.0000000045117654,228.97160804985288,-1.5e-323,-1.5e-323,-1.5e-323,92.37104218363329,6.315276582432261
2020-04-15 00:00:00+00:00,0.6120301384557649,0.8753725826962011,226.85521091816656,-1.5e-323,-1.5e-323,-1.5e-323,94.99715993172191,6.824747690324685
2020-04-15 01:00:00+00:00,0.5405966562718731,0.35507469119191626,257.3870444904296,-1.5e-323,-1.5e-323,-1.5e-323,94.4956696009371,5.473736746750035
2020-04-15 02:00:00+00:00,0.6243724023976824,1.0000000045117654,215.60893674512852,-1.5e-323,-1.5e-323,-1.5e-323,92.22462654404046,7.999999986668786
2020-04-15 03:00:00+00:00,1.1977006999825903,1.2304472738881316,222.89850617616185,-1.5e-323,-1.5e-323,-1.5e-323,89.99999995406957,7.999999986668786
2020-04-15 04:00:00+00:00,0.6920443724376355,1.875372582696201,222.11639713168734,1.0000000045117654,-1.5e-323,-1.5e-323,89.85656502197673,2.3674215382395687
2020-04-15 05:00:00+00:00,3.3746559725937573,1.7695527261119253,222.89850617616185,33.059403343728036,-1.5e-323,-1.5e-323,85.43910632548716,2.965784611529614
2020-04-15 06:00:00+00:00,6.157253513420812,2.230447273888103,222.3044727388815,82.52029789150427,-1.5e-323,-1.5e-323,73.81596923896814,1.8679367e-317
2020-04-15 07:00:00+00:00,8.050731106063239,2.3550746911919163,257.50745165392414,143.88835941356797,-1.5e-323,-1.5e-323,64.94059665627196,0.22790358970659952
2020-04-15 08:00:00+00:00,9.576955272611187,3.105819856584219,234.79702108495718,197.99417927015236,-1.5e-323,-1.5e-323,61.39567047420047,1.8679367e-317
2020-04-15 09:00:00+00:00,11.165791213967978,2.230447273888103,209.6111821003642,240.97537170943284,-1.5e-323,-1.5e-323,53.28268451659187,1.8679367e-317
2020-04-15 10:00:00+00:00,12.334761867095153,2.230447273888103,237.5812801251957,270.37104218363334,-1.5e-323,-1.5e-323,52.73775833452078,1.8679367e-317
2020-04-15 11:00:00+00:00,13.329403605707057,1.9999999992433746,280.83118362024015,282.08119156601714,-1.5e-323,-1.5e-323,49.46969593919357,1.8679367e-317
2020-04-15 12:00:00+00:00,14.204776188403258,1.3550746911919163,250.9290393171235,273.81014850912044,-1.5e-323,-1.5e-323,43.20865905159906,0.31578290665624564
2020-04-15 13:00:00+00:00,15.198253781045736,1.9999999992433746,267.1014938238379,249.70432865253616,-1.5e-323,-1.5e-323,42.143434978023265,1.8679367e-317
2020-04-15 14:00:00+00:00,16.10231335934654,1.3550746911919163,296.2130870839801,209.93477592642427,-1.5e-323,-1.5e-323,42.04641651285624,0.45580717941319904
2020-04-15 15:00:00+00:00,16.126656769822603,1.4797021084957152,316.069187273667,155.04059578300854,-1.5e-323,-1.5e-323,37.68254043024706,0.5436864963628238
2020-04-15 16:00:00+00:00,15.237820828465743,1.4797021084957152,334.14478034919966,94.5391054522238,-1.5e-323,-1.5e-323,43.04641651285624,3.6657812017828846
2020-04-15 17:00:00+00:00,12.53405931632183,2.3550746911919163,302.42369920166675,31.00596132313899,-1.5e-323,-1.5e-323,56.89283477223944,5.262118978177
2020-04-15 18:00:00+00:00,10.378552021855327,1.710149382383804,11.246274173037818,2.249254834607626,-1.5e-323,-1.5e-323,64.20149295057467,6.403155899381911
2020-04-15 19:00:00+00:00,7.595521877753697,1.3550746911919163,27.69552726111897,-1.5e-323,-1.5e-323,-1.5e-323,76.33328646890283,7.543686496362831
2020-04-15 20:00:00+00:00,6.243194022446289,1.0000000045117654,221.98793475588172,-1.5e-323,-1.5e-323,-1.5e-323,80.59134269492756,7.087372992725662
2020-04-15 21:00:00+00:00,5.381582864567676,0.1246274173038131,140.78767830908873,-1.5e-323,-1.5e-323,-1.5e-323,86.44208698705688,7.999999986668786
2020-04-15 22:00:00+00:00,4.4884033380822,0.1246274173038131,1158.2704362014483,-1.5e-323,-1.5e-323,-1.5e-323,89.31745956975294,7.088385641173659
2020-04-15 23:00:00+00:00,4.5478356737319245,1.0000000045117654,55.39105452223703,-1.5e-323,-1.5e-323,-1.5e-323,87.20865905159906,4.3342187982171065
2020-04-16 00:00:00+00:00,3.440312649444138,1.3550746911919163,45.855219650800336,-1.5e-323,-1.5e-323,-1.5e-323,91.3086581783358,4.805805474539852
2020-04-16 01:00:00+00:00,4.339148503474519,1.4797021084957152,62.30447273888126,-1.5e-323,-1.5e-323,-1.5e-323,89.68254043024695,6.543686496362824
2020-04-16 02:00:00+00:00,3.7114621248001356,1.3550746911919163,78.1014850912045,-1.5e-323,-1.5e-323,-1.5e-323,91.66373286952762,5.034721712694406
2020-04-16 03:00:00+00:00,2.476238662508763,1.124627417303799,101.61037760857653,-1.5e-323,-1.5e-323,-1.5e-323,94.33626713047238,6.631059489088514
2020-04-16 04:00:00+00:00,2.9307312807159462,1.4797021084957152,59.99999998275328,2.6449253088080837,-1.5e-323,-1.5e-323,94.7043286525361,7.999999986668786
2020-04-16 05:00:00+00:00,6.199999991551673,1.9999999992433746,72.11639713168552,31.495669600937106,-1.5e-323,-1.5e-323,86.2492548346076,6.421085466718807
2020-04-16 06:00:00+00:00,9.368970653127178,2.4797021084957187,78.28956069840024,81.93775658799393,-1.5e-323,-1.5e-323,67.30149207731142,7.999999986668786
2020-04-16 07:00:00+00:00,12.167089897055178,3.585521965079977,87.69552726111897,132.07835149773902,-1.5e-323,-1.5e-323,54.168203861882034,7.227903589706585
2020-04-16 08:00:00+00:00,13.7194036930334,3.4608945477762063,90.59403343728081,178.80418718598116,-1.5e-323,-1.5e-323,47.5550729446652,6.281061193961847
2020-04-16 09:00:00+00:00,15.027522849635119,3.2492548346076546,79.34775926424254,205.57089984381514,-1.5e-323,-1.5e-323,44.520297891504285,7.316289230880216
2020-04-16 10:00:00+00:00,16.778253955698375,3.3550746911919163,89.34775926424254,260.2722478347814,-1.5e-323,-1.5e-323,43.349253961344175,3.509977432116443
2020-04-16 11:00:00+00:00,17.52810492261989,3.3550746911919163,80.59403343728081,281.3116388399053,-1.5e-323,-1.5e-323,40.078210904447474,3.6505080290974092
2020-04-16 12:00:00+00:00,18.53680615220638,3.3550746911919163,89.81192439280494,270.5014903307848,-1.5e-323,-1.5e-323,39.90716697428752,3.369446835135477
2020-04-16 13:00:00+00:00,18.97737381655668,2.999999989300948,42.32515588894785,246.69134182166448,-1.5e-323,-1.5e-323,37.32746573905524,2.5953251279461256
2020-04-16 14:00:00+00:00,19.128104922619883,2.3550746911919163,37.101493823838155,199.34208786032013,-1.5e-323,-1.5e-323,35.788360286831335,4.122094705420071
2020-04-16 15:00:00+00:00,18.661731635667138,3.124627417303799,31.246274173038046,151.25223549617715,-1.5e-323,-1.5e-323,36.4855228383434,4.805805474539852
2020-04-16 16:00:00+00:00,17.195194819675066,3.9405966562718504,37.69552726111897,84.4885034999129,-1.5e-323,-1.5e-323,44.50312562117779,7.543686496362831
2020-04-16 17:00:00+00:00,15.134761867095108,4.065224073575791,31.246274173038046,32.93775658799382,-1.5e-323,-1.5e-323,50.497164298039024,7.999999986668786
2020-04-16 18:00:00+00:00,12.368970653127178,4.604329525799528,40.00000000133847,3.3550746911919163,-1.5e-323,-1.5e-323,66.88119331254381,7.543686496362831
2020-04-16 19:00:00+00:00,10.586075046143094,4.373882251911425,47.69552726111897,-1.5e-323,-1.5e-323,-1.5e-323,71.46671527762385,7.999999986668786
2020-04-16 20:00:00+00:00,9.5004185439455,4.373882251911425,54.144780349199664,-1.5e-323,-1.5e-323,-1.5e-323,73.53492001276936,6.631059489088514
2020-04-16 21:00:00+00:00,8.053612479065407,3.6043295257995,58.753725826961954,-1.5e-323,-1.5e-323,-1.5e-323,79.69134182166431,7.543686496362831
2020-04-16 22:00:00+00:00,7.128686995604667,2.6043295257995,52.304472738881486,-1.5e-323,-1.5e-323,-1.5e-323,81.89418014341567,7.543686496362831
2020-04-16 23:00:00+00:00,6.258254130351055,2.6043295257995,44.79702108495718,-1.5e-323,-1.5e-323,-1.5e-323,78.4985096692152,7.999999986668786
2020-04-17 00:00:00+00:00,5.143030493406968,1.7289569431033271,38.94180143415679,-1.5e-323,-1.5e-323,-1.5e-323,80.69716255151206,7.999999986668786
2020-04-17 01:00:00+00:00,3.9398510542478586,1.6043295257995283,33.738822519114365,-1.5e-323,-1.5e-323,-1.5e-323,85.5667144043606,6.631059489088514
